0	0
0.005	45
0.015	218
0.025	610
0.035	1384
0.045	8303
0.055	42064
0.065	103992
0.075	169038
0.085	219333
0.095	246462
0.105	253900
0.115	255967
0.125	278213
0.135	246943
0.145	230537
0.155	214757
0.165	201620
0.175	192498
0.185	187319
0.195	180029
0.205	208643
0.215	165344
0.225	160920
0.235	528783
0.245	139201
0.255	99650
0.265	95746
0.275	140192
0.285	84133
0.295	111766
0.305	75607
0.315	73576
0.325	100333
0.335	175671
0.345	58215
0.355	57224
0.365	54673
0.375	53212
0.385	52261
0.395	50906
0.405	49983
0.415	48790
0.425	47762
0.435	46803
0.445	45926
0.455	45091
0.465	92106
0.475	42093
0.485	41271
0.495	40572
0.505	40166
0.515	130206
0.525	36065
0.535	35343
0.545	35058
0.555	34565
0.565	34029
0.575	33967
0.585	397481
0.595	22820
0.605	22659
0.615	22433
0.625	22450
0.635	22439
0.645	21737
0.655	21513
0.665	21348
0.675	21110
0.685	20652
0.695	20836
0.705	20632
0.715	20210
0.725	109696
0.735	18534
0.745	18181
0.755	17799
0.765	18204
0.775	17998
0.785	17680
0.795	77321
0.805	16430
0.815	16517
0.825	16061
0.835	16380
0.845	16028
0.855	15856
0.865	80613
0.875	14927
0.885	14830
0.895	14720
0.905	14426
0.915	407060
0.925	9127
0.935	8966
0.945	8976
0.955	8818
0.965	334915
0.975	4746
0.985	4553
0.995	4546
1.005	4573
1.015	4614
1.025	4478
1.035	4446
1.045	4450
1.055	4314
1.065	4332
1.075	4250
1.085	4285
1.095	4233
1.105	4242
1.115	4220
1.125	4148
1.135	4105
1.145	4038
1.155	4078
1.165	4022
1.175	4024
1.185	3921
1.195	3917
1.205	4092
1.215	3845
1.225	3887
1.235	3836
1.245	3946
1.255	3728
1.265	3844
1.275	3838
1.285	3800
1.295	3727
1.305	3851
1.315	3675
1.325	3721
1.335	3767
1.345	3597
1.355	3648
1.365	3644
1.375	3666
1.385	3650
1.395	3581
1.405	3579
1.415	3629
1.425	3666
1.435	3534
1.445	3489
1.455	3485
1.465	3564
1.475	3397
1.485	3623
1.495	3437
1.505	3414
1.515	3318
1.525	3393
1.535	3421
1.545	3375
1.555	3359
1.565	3341
1.575	3425
1.585	68738
1.595	2980
1.605	2925
1.615	2997
1.625	2867
1.635	2899
1.645	2977
1.655	2846
1.665	2973
1.675	2951
1.685	2991
1.695	2877
1.705	2914
1.715	2898
1.725	2808
1.735	2780
1.745	2820
1.755	2826
1.765	2853
1.775	2793
1.785	2865
1.795	2742
1.805	2833
1.815	2818
1.825	2796
1.835	2746
1.845	2845
1.855	2734
1.865	2764
1.875	2757
1.885	2704
1.895	2675
1.905	2797
1.915	2813
1.925	2728
1.935	2655
1.945	2793
1.955	2736
1.965	2724
1.975	2730
1.985	2725
1.995	2662
2.005	2691
2.015	2780
2.025	2696
2.035	2574
2.045	2657
2.055	2680
2.065	2619
2.075	2591
2.085	2680
2.095	2649
2.105	2625
2.115	2665
2.125	2712
2.135	2608
2.145	2660
2.155	2576
2.165	2746
2.175	2602
2.185	2682
2.195	2584
2.205	2551
2.215	2571
2.225	2691
2.235	2562
2.245	2718
2.255	2624
2.265	2609
2.275	2566
2.285	2576
2.295	2664
2.305	2544
2.315	2688
2.325	2585
2.335	2560
2.345	2623
2.355	2642
2.365	2521
2.375	2699
2.385	2573
2.395	2640
2.405	2630
2.415	2615
2.425	2644
2.435	2659
2.445	2515
2.455	2600
2.465	2651
2.475	2586
2.485	2584
2.495	2537
2.505	2552
2.515	2614
2.525	2692
2.535	2598
2.545	2612
2.555	2659
2.565	2577
2.575	2603
2.585	2588
2.595	2535
2.605	2662
2.615	913267
