0	0
0.005	580107
0.015	229024
0.025	147200
0.035	96030
0.045	97661
0.055	74097
0.065	75367
0.075	66951
0.085	39476
0.095	48398
0.105	55579
0.115	54006
0.125	56861
0.135	51409
0.145	40797
0.155	38593
0.165	38100
0.175	29122
0.185	21676
0.195	21292
0.205	21330
0.215	22152
0.225	23535
0.235	23939
0.245	23048
0.255	23470
0.265	24239
0.275	23796
0.285	21350
0.295	20802
0.305	21482
0.315	20787
0.325	20028
0.335	19455
0.345	18982
0.355	16777
0.365	13844
0.375	13384
0.385	13382
0.395	12492
0.405	11872
0.415	10086
0.425	8402
0.435	7575
0.445	8875
0.455	11819
0.465	15210
0.475	17620
0.485	20262
0.495	20810
0.505	21521
0.515	22000
0.525	21374
0.535	21343
0.545	23095
0.555	22700
0.565	16631
0.575	19505
0.585	22013
0.595	21425
0.605	22301
0.615	22205
0.625	21910
0.635	21709
0.645	20438
0.655	20004
0.665	20316
0.675	19736
0.685	19842
0.695	19825
0.705	19343
0.715	18891
0.725	17984
0.735	18014
0.745	17780
0.755	17558
0.765	18194
0.775	17469
0.785	16675
0.795	16058
0.805	14050
0.815	12021
0.825	12188
0.835	12471
0.845	11742
0.855	11384
0.865	11124
0.875	10706
0.885	10026
0.895	9850
0.905	9077
0.915	7465
0.925	7634
0.935	6863
0.945	6597
0.955	6166
0.965	5515
0.975	5173
0.985	4818
0.995	4842
1.005	4996
1.015	5111
1.025	5683
1.035	6191
1.045	6386
1.055	7336
1.065	7933
1.075	8486
1.085	9091
1.095	9076
1.105	9566
1.115	10074
1.125	10395
1.135	10462
1.145	10961
1.155	11190
1.165	10433
1.175	11067
1.185	11730
1.195	11699
1.205	9871
1.215	10197
1.225	10513
1.235	10887
1.245	11487
1.255	11177
1.265	9324
1.275	9461
1.285	8484
1.295	6888
1.305	6036
1.315	5637
1.325	6230
1.335	7338
1.345	8651
1.355	9470
1.365	9999
1.375	10299
1.385	10280
1.395	10629
1.405	9932
1.415	9453
1.425	10388
1.435	9981
1.445	9951
1.455	10164
1.465	9934
1.475	9300
1.485	9198
1.495	9565
1.505	9576
1.515	9454
1.525	8445
1.535	8562
1.545	8550
1.555	8974
1.565	9031
1.575	8864
1.585	8568
1.595	6951
1.605	7018
1.615	7330
1.625	7273
1.635	6448
1.645	6001
1.655	4918
1.665	7023
1.675	7809
1.685	8305
1.695	8243
1.705	8159
1.715	8423
1.725	8555
1.735	8235
1.745	8278
1.755	8148
1.765	8484
1.775	8929
1.785	8967
1.795	9335
1.805	8914
1.815	9485
1.825	8361
1.835	4957
1.845	5454
1.855	5044
1.865	5497
1.875	5824
1.885	5566
1.895	5433
1.905	5037
1.915	5169
1.925	5195
1.935	5555
1.945	6043
1.955	6091
1.965	6005
1.975	5837
1.985	6394
1.995	6567
2.005	6900
2.015	6843
2.025	6935
2.035	7176
2.045	7212
2.055	6950
2.065	7180
2.075	7320
2.085	6375
2.095	5749
2.105	6060
2.115	5698
2.125	6513
2.135	6859
2.145	6842
2.155	6885
2.165	6825
2.175	6579
2.185	6811
2.195	7083
2.205	7127
2.215	7209
2.225	6526
2.235	7195
2.245	7532
2.255	7831
2.265	8267
2.275	7704
2.285	7246
2.295	7471
2.305	8433
2.315	9206
2.325	10619
2.335	10929
2.345	10933
2.355	10581
2.365	10811
2.375	8554
2.385	8995
2.395	8811
2.405	7952
2.415	7668
2.425	7350
2.435	7624
2.445	7272
2.455	6173
2.465	5938
2.475	6036
2.485	5523
2.495	4895
2.505	5014
2.515	5277
2.525	5260
2.535	5296
2.545	5129
2.555	5264
2.565	5067
2.575	4948
2.585	4886
2.595	4936
2.605	4890
2.615	5020
2.625	5063
2.635	4881
2.645	4935
2.655	4784
2.665	4518
2.675	4707
2.685	4889
2.695	4657
2.705	4451
2.715	4631
2.725	4630
2.735	4524
2.745	4509
2.755	4321
2.765	4421
2.775	3950
2.785	3754
2.795	3842
2.805	3800
2.815	3869
2.825	3678
2.835	3763
2.845	3550
2.855	3273
2.865	3211
2.875	3388
2.885	3297
2.895	3751
2.905	3608
2.915	3569
2.925	3623
2.935	3242
2.945	3202
2.955	3464
2.965	3530
2.975	3600
2.985	3569
2.995	3413
3.005	2957
3.015	2987
3.025	3122
3.035	3169
3.045	3130
3.055	3154
3.065	3003
3.075	3313
3.085	3213
3.095	3081
3.105	2800
3.115	2747
3.125	2755
3.135	2664
3.145	2376
3.155	2517
3.165	2581
3.175	2446
3.185	2349
3.195	2255
3.205	2226
3.215	1866
3.225	2074
3.235	1795
3.245	1775
3.255	1810
3.265	1777
3.275	1672
3.285	1644
3.295	1622
3.305	1712
3.315	1645
3.325	1597
