3.335	1524
3.345	1544
3.355	1479
3.365	1419
3.375	1380
3.385	1433
3.395	1422
3.405	1431
3.415	1425
3.425	1453
3.435	1299
3.445	1249
3.455	1326
3.465	1350
3.475	1285
3.485	1331
3.495	1351
3.505	1242
3.515	1258
3.525	1292
3.535	1235
3.545	1192
3.555	1164
3.565	1187
3.575	1206
3.585	1294
3.595	1136
3.605	1147
3.615	1230
3.625	1215
3.635	1173
3.645	1135
3.655	1162
3.665	1157
3.675	1143
3.685	1151
3.695	1139
3.705	976
3.715	1051
3.725	1122
3.735	1017
3.745	1040
3.755	858
3.765	614
3.775	763
3.785	827
3.805	1017
3.815	1046
3.825	1011
3.835	1082
3.845	1039
3.855	1152
3.865	1090
3.875	1050
3.885	1070
3.895	1139
3.905	1054
3.915	1036
3.925	965
3.935	997
3.945	1009
3.955	948
3.965	986
3.975	988
3.985	995
3.995	1041
4.005	960
4.015	1074
4.025	1031
4.035	1050
4.045	1044
4.055	1135
4.065	1122
4.075	1085
4.085	1163
4.095	1202
4.105	1142
4.115	1132
4.125	1090
4.135	1076
4.145	1007
4.155	995
4.165	873
4.175	826
4.185	810
4.195	808
4.205	715
4.215	718
4.225	771
4.235	766
4.245	838
4.255	756
4.265	812
4.275	816
4.285	857
4.295	778
4.305	610
4.315	601
4.325	545
4.335	534
4.345	560
4.355	510
4.365	563
4.375	630
4.385	620
4.395	668
4.405	593
4.415	613
4.425	611
4.435	638
4.445	608
4.455	579
4.465	640
4.475	704
4.485	606
4.495	608
4.505	663
4.515	682
4.525	475
4.535	475
4.545	595
4.555	578
4.565	620
4.575	641
4.585	617
4.595	559
4.605	605
4.615	583
4.625	503
4.635	468
4.645	533
4.655	526
4.665	511
4.675	581
4.685	611
4.695	580
4.705	504
4.715	535
4.725	562
4.735	571
4.745	522
4.755	522
4.765	462
4.775	478
4.785	474
4.795	468
4.805	465
4.815	396
4.825	388
4.835	382
4.845	399
4.855	389
4.865	344
4.875	361
4.885	451
4.895	439
4.905	402
4.915	388
4.925	432
4.935	453
4.945	438
4.955	415
4.965	434
4.975	426
4.985	436
4.995	392
5.005	384
5.015	374
5.025	388
5.035	377
5.045	375
5.055	347
5.065	299
5.075	281
5.085	289
5.095	294
5.105	242
5.115	217
5.125	168
5.135	220
5.145	238
5.155	241
5.165	260
5.175	285
5.185	291
5.195	274
5.205	272
5.215	277
5.225	315
5.235	303
5.245	279
5.255	310
5.265	291
5.275	325
5.285	318
5.295	302
5.305	274
5.315	267
5.325	304
5.335	291
5.345	273
5.355	294
5.365	244
5.375	220
5.385	226
5.395	273
5.405	266
5.415	264
5.425	250
5.435	266
5.445	282
5.455	256
5.465	260
5.475	261
5.485	250
5.495	277
5.505	242
5.515	234
5.525	240
5.535	210
5.545	200
5.555	176
5.565	196
5.575	192
5.585	197
5.595	161
5.605	152
5.615	147
5.625	156
5.635	149
5.645	157
5.655	143
5.665	164
5.675	174
5.685	135
5.695	128
5.705	155
5.715	140
5.725	145
5.735	153
5.745	131
5.755	176
5.765	152
5.775	145
5.785	142
5.795	156
5.805	132
5.815	150
5.825	138
5.835	143
5.845	129
5.855	140
5.865	143
5.875	134
5.885	130
5.895	147
5.905	131
5.915	104
5.925	115
5.935	135
5.945	145
5.955	136
5.965	155
5.975	154
5.985	191
5.995	139
6.005	118
6.015	126
6.025	133
6.035	126
6.045	139
6.055	112
6.065	140
6.075	110
6.085	123
6.095	114
6.105	140
6.115	139
6.125	143
6.135	162
6.145	149
6.155	130
6.165	118
6.175	148
6.185	141
6.195	142
6.205	144
6.225	113
6.235	125
6.245	99
6.255	129
6.265	103
6.275	106
6.285	93
6.295	96
6.305	104
6.315	98
6.325	115
6.335	122
6.345	99
6.355	101
6.365	88
6.375	85
6.385	80
6.395	77
6.405	84
6.415	87
6.425	81
6.435	89
6.445	114
6.455	108
6.465	94
6.475	115
6.485	118
6.495	97
6.505	117
6.515	110
6.525	83
6.535	88
6.545	93
6.555	89
6.565	104
6.575	90
6.585	116
6.595	85
6.605	86
6.615	81
6.625	79
6.635	66
6.645	91
6.655	80
6.665	67
6.675	49
6.685	71
6.695	74
6.705	61
6.715	68
6.725	62
6.735	60
6.745	60
6.755	74
6.765	70
6.775	61
6.785	62
6.795	57
6.805	55
6.815	56
6.825	50
6.835	60
6.845	60
6.855	62
6.865	59
6.875	66
6.885	58
6.895	58
6.905	66
6.915	60
6.925	60
6.935	65
6.945	74
6.955	71
6.965	63
6.975	53
6.985	47
6.995	68
7.005	51
7.015	52
7.025	51
7.035	54
7.045	59
7.065	45
7.075	47
7.085	51
7.095	48
7.105	47
7.115	46
7.125	42
7.135	44
7.145	40
7.155	44
7.165	40
7.175	40
7.185	39
7.195	35
7.205	27
7.215	29
7.225	37
7.235	41
7.245	32
7.255	53
7.265	45
7.275	28
7.285	31
7.295	35
7.305	18
7.315	37
7.325	30
7.335	25
7.345	31
7.355	39
7.365	40
7.375	25
7.385	24
7.395	41
7.405	35
7.415	24
7.425	35
7.435	45
7.445	28
7.455	25
7.465	31
7.475	31
7.485	38
7.495	48
7.505	26
7.515	37
7.525	36
7.535	26
7.545	26
7.555	31
7.565	21
7.575	33
7.585	33
7.595	30
7.605	24
7.615	27
7.625	38
7.635	27
7.645	26
7.655	35
7.665	21
7.675	27
7.685	28
7.695	26
7.705	18
7.715	26
7.725	26
7.735	13
7.745	21
7.755	18
7.765	19
7.775	26
7.785	24
7.795	22
7.805	20
7.815	18
7.825	19
7.835	22
7.845	25
7.855	15
7.865	16
7.875	17
7.885	21
7.895	15
7.905	14
7.915	27
7.925	15
7.935	22
7.945	22
7.955	23
7.965	20
7.975	30
7.985	16
7.995	14
8.005	23
8.015	18
8.025	20
8.035	17
8.045	17
8.055	27
8.065	23
8.075	23
8.085	26
8.095	9
8.105	14
8.115	13
8.125	10
8.135	13
8.145	18
8.155	12
8.165	13
8.175	9
8.185	13
8.195	18
8.205	11
8.215	11
8.225	17
8.235	11
8.245	9
8.255	12
8.265	12
8.275	12
8.285	13
8.295	14
8.305	13
8.315	10
8.325	16
8.335	14
8.345	12
8.355	9
8.365	11
8.375	13
8.385	8
8.395	10
8.405	8
8.415	9
8.425	9
8.435	10
8.445	6
8.455	9
8.465	20
8.475	14
8.485	10
8.495	13
8.505	6
8.515	7
8.525	15
8.535	6
8.545	16
8.555	8
8.565	6
8.575	8
8.585	4
8.595	15
8.605	13
8.615	9
8.625	6
8.635	11
8.645	12
8.655	11
8.665	7
8.675	6
8.685	10
8.695	8
8.705	11
8.715	5
8.725	6
8.735	7
8.745	8
8.755	7
8.765	6
8.775	10
8.785	4
8.795	6
8.805	8
8.815	6
8.825	8
8.835	4
8.845	5
8.855	3
8.865	9
8.875	2
8.885	3
8.895	5
8.905	4
8.915	9
8.925	4
8.935	3
8.945	5
8.955	3
8.965	5
8.975	6
8.985	3
8.995	7
9.005	3
9.015	2
9.025	7
9.035	4
9.045	5
9.055	7
9.065	2
9.075	5
9.085	2
9.095	3
9.105	3
9.115	3
9.125	2
9.135	3
9.145	6
9.155	2
9.165	1
9.175	4
9.185	4
9.195	2
9.205	7
9.215	3
9.225	4
9.235	3
9.245	4
9.255	3
9.265	3
9.275	3
9.285	1
9.295	5
9.305	2
9.315	1
9.325	1
9.335	3
9.345	5
9.355	2
9.365	2
9.375	1
9.385	0
9.395	1
9.405	4
9.415	6
9.425	1
9.435	2
9.445	3
9.455	3
9.465	3
9.475	3
9.485	3
9.495	2
9.505	4
9.515	1
9.525	2
9.535	5
9.545	2
9.555	1
9.565	5
9.575	0
9.585	3
9.595	0
9.605	3
9.615	2
9.625	1
9.635	1
9.645	2
9.655	1
9.665	0
9.675	1
9.685	2
9.695	2
9.705	0
9.715	1
9.725	2
9.735	2
9.745	1
9.755	2
9.765	1
9.775	2
9.785	0
9.795	3
9.805	1
9.815	0
9.825	1
9.835	2
9.845	1
9.855	2
9.865	1
9.875	1
9.885	1
9.895	2
9.905	0
9.915	0
9.925	3
9.935	1
9.945	0
9.955	0
9.965	0
9.975	0
9.985	0
9.995	0
